,name,product_url,rating,reviews,price,product_type
1665,"Wireless Earbuds, [2020 Upgraded] EarFun Free Bluetooth 5.0 Earbuds with Wireless Charging Case, USB-C Quick Charge, IPX7 Waterproof in-Ear Wireless Headphones, Deep Bass, 30H Playtime Built-in Mic",https://www.amazon.com/EarFun-Bluetooth-Waterproof-Earphones-Headphones/dp/B07R5MKX3K/ref=sr_1_2088?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2088,4.3 out of 5 stars,"4,246",$49.99,Headphones
1666,"Clip-on Headphones, subwoofer Stereo Wired Headphones, Compatible with 3.5mm Interface Device, with Microphone（Silver）",https://www.amazon.com/Headphones-subwoofer-Compatible-Interface-Microphone%EF%BC%88Silver%EF%BC%89/dp/B07YDW8H4M/ref=sr_1_2089?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2089,3.1 out of 5 stars,9,$9.90,Headphones
1667,"Sennheiser CX 150BT Bluetooth 5.0 Wireless Headphone - 10-Hour Battery Life, USB-C Fast Charging, Two Device Connectivity - Black (CX 150BT Black)",https://www.amazon.com/Sennheiser-CX-150BT-Bluetooth-Headphone/dp/B083W9BR58/ref=sr_1_2090?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2090,3.5 out of 5 stars,21,$49.95,Headphones
1668,"Planet Waves Headphone Extension Cables, 20 feet",https://www.amazon.com/Planet-Waves-Headphone-Extension-Cables/dp/B000PCF8WS/ref=sr_1_2091?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2091,4.3 out of 5 stars,104,$20.82,Headphones
1669,"Wireless Earbuds, Bluetooth 5.0 Headphones Auto Pairing Fast Charging Bluetooth Earbuds, True Wireless Earbuds in-Ear Headset with MIC and Charging Case, Hi-Fi Stereo Earphones for Work/Sport",https://www.amazon.com/Wireless-Bluetooth-Headphones-Charging-Earphones/dp/B088GN3N3V/ref=sr_1_2092?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2092,2.7 out of 5 stars,14,$18.86,Headphones
1670,Earbudz 10 Pairs Medium Silicone Replacement Earbud Ear Buds Tips - Black,https://www.amazon.com/Pairs-Medium-Silicone-Replacement-Earbud/dp/B07T1FHFDN/ref=sr_1_2092?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2092,4.5 out of 5 stars,209,$5.59,Headphones
1671,"Yomuse F95 On Ear Headphones Foldable Adjustable Headband with Microphone, 3.5mm Plug Jack for Kids Childrens Teens Adults Black",https://www.amazon.com/Yomuse-Headphones-Adjustable-Microphone-Childrens/dp/B071SFJP97/ref=sr_1_2093?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2093,4.0 out of 5 stars,8,$10.99,Headphones
1672,"CESS 2-Pack 1/4"" Stereo Phone Screw-On Adapter - Male 1/8"" to Male 1/4"" - 3.5mm Stereo to 6.35mm Stereo",https://www.amazon.com/CESS-2-Pack-Stereo-Screw-Adapter/dp/B079G6878V/ref=sr_1_2094?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2094,4.9 out of 5 stars,43,$8.99,Headphones
1673,"Urbanears Plattan 2 Bluetooth On-Ear Headphone, Black (04092110)",https://www.amazon.com/Urbanears-Plattan-Bluetooth-Headphone-04092110/dp/B076ZWVPXL/ref=sr_1_2095?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2095,3.8 out of 5 stars,368,$62.52,Headphones
1674,"Wireless Earbuds, ONIKUMA Sports Bluetooth 5.0 Headphones,IPX7 True Wireless Earphones, TWS Stereo HiFi Sound Mini Wireless Headset with Earhooks Charging Case for iPhone 11 Pro Max XS Samsung Android",https://www.amazon.com/Wireless-Bluetooth-Headphones-Earphones-Earhooks/dp/B0827DDY9D/ref=sr_1_2096?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2096,3.6 out of 5 stars,21,$19.99,Headphones
1675,"Hand Free Personal Fan, Headphone Design Wearable Portable USB Rechargeable Neckband Mini Fan with 3 Speed Adjustable for Indoor Outdoor",https://www.amazon.com/Personal-Headphone-Wearable-Rechargeable-Adjustable/dp/B07NSWVL1W/ref=sr_1_2106?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2106,4.1 out of 5 stars,206,,Headphones
1676,"USB Type C to Male 3.5mm Headphone Jack Adapter GMSFOCUS USB-C Car AUX Audio Dongle Extension Cable Cord Compatible with Samsung Galaxy S10+, Essential PH-1, Google Pixel 3/2XL, iPad Pro and More",https://www.amazon.com/Headphone-GMSFOCUS-Extension-Compatible-Essential/dp/B085BZ893Z/ref=sr_1_2119?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2119,4.7 out of 5 stars,18,$9.99,Headphones
1677,3M PELTOR E-A-R buds Noise Isolating Headphones EARbud2600N,https://www.amazon.com/3M-Peltor-Isolating-Headphones-Plastic/dp/B00AEY4QP2/ref=sr_1_2122?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2122,3.2 out of 5 stars,364,$39.37,Headphones
1678,"Gaming Headset for Xbox One, PS4, Nintendo Switch, DIWUER Bass Surround and Noise Cancelling 3.5mm Over Ear Headphones with Mic for Laptop PC Smartphones",https://www.amazon.com/Nintendo-DIWUER-Cancelling-Headphones-Smartphones/dp/B07CKRZ42S/ref=sr_1_2129?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2129,4.0 out of 5 stars,829,$26.99,Headphones
1679,"Over Ear Headphones, Mkay Bluetooth Wireless Headset V4.2 with Deep Bass Microphone Hi-Fi Stereo, Foldable & Lightweight, 25H Playtime for Travel Work TV Computer iPhone-Black",https://www.amazon.com/Headphones-Bluetooth-Microphone-Lightweight-iPhone-Black/dp/B07KG5CQ2H/ref=sr_1_2139?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2139,4.3 out of 5 stars,267,$29.88,Headphones
1680,Master & Dynamic MP1000B Headphone Stand - Black,https://www.amazon.com/Master-Dynamic-MP1000B-Headphone-Stand/dp/B00NGX46NK/ref=sr_1_2140?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2140,3.3 out of 5 stars,15,$61.75,Headphones
1681,Sennheiser HD 650 Open Back Professional Headphone,https://www.amazon.com/Sennheiser-HD-650-Professional-Headphone/dp/B00018MSNI/ref=sr_1_2141?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2141,4.7 out of 5 stars,"1,522",$499.95,Headphones
1682,"Headphone Adapter Charger and Headphones Dual Splitter Compatible with 7/7P/8/8P/X/XR/XS - 5 in 1 Charge, Listen, Grip, Stand, Phone Mount -Best 2020 Cell Accessory Gift - Ring Pull & Dongle Combined",https://www.amazon.com/Headphone-Adapter-Headphones-Splitter-Compatible/dp/B07XJ6RYPM/ref=sr_1_2142?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2142,4.0 out of 5 stars,30,$14.95,Headphones
1683,"Audeze LCD-1 Audiophile Headphones, Over Ear, Open-Back, Wired",https://www.amazon.com/Audeze-LCD-1-Audiophile-Headphones-Open-Back/dp/B07YMGS432/ref=sr_1_2143?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2143,4.0 out of 5 stars,11,$399.00,Headphones
1684,Meidong Bluetooth Headphones 10H Playtime V5.0 Wireless Neckband Earbuds with Magnetic Earbuds CVC6.0 Noise Cancelling Micphones,https://www.amazon.com/Bluetooth-Headphones-Playtime-Cancelling-Micphones/dp/B087JNSSXD/ref=sr_1_2144?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2144,5.0 out of 5 stars,3,$39.99,Headphones
1685,"BLLQ 12PCS Medium Size Replacement Ear Tips Earbuds Eartips Ear Cap Ear Bud Tip for Powerbeats Pro, BeatsX, Senso, TOZO, Sony & Other Inner Hole 3.8mm Earbud in-Ear Headphones,Black-Blue,M",https://www.amazon.com/BLLQ-Replacement-Powerbeats-Headphones-Black-Blue/dp/B07Y7J7V53/ref=sr_1_2145?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2145,4.5 out of 5 stars,242,$6.99,Headphones
1686,Mini Wireless Earbuds Bluetooth Headphones - Touch Control V5.0 Earpieces Wireless Mini Twins Stereo Sweatproof Sport Earphone Built in Mic Noise Cancelling Headset with Charging Case(Updated Version),https://www.amazon.com/Mini-auriculares-inal%C3%A1mbricos-Bluetooth-Auriculares/dp/B07FKJS8V6/ref=sr_1_2146?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2146,3.8 out of 5 stars,282,$33.99,Headphones
1687,Sony Wireless Behind-Neck Headset w/Earbuds - Black - WI-C400 (Renewed),https://www.amazon.com/Sony-Wireless-Behind-Neck-Headset-Earbuds/dp/B07FK5H6Q8/ref=sr_1_2147?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2147,3.7 out of 5 stars,98,$23.95,Headphones
1688,"Sony Wireless Bluetooth in Ear Headphones: Noise Cancelling Sports Workout Ear Buds - Cordless, Sweatproof Sport Earphones, Built-in Microphone, Extra BASS –Yellow WF-SP700N/Y (International Version)",https://www.amazon.com/Sony-Wireless-Bluetooth-Headphones-Built/dp/B081J74BG4/ref=sr_1_2148?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2148,3.5 out of 5 stars,45,,Headphones
1689,TaoTronics Active Noise Cancelling Neckband Bluetooth Headphones ANC Bluetooth 5.0 Wireless Headphones with Built-in Magnets IPX5 Splashproof 16 Hour Playtime [2019 Upgrade],https://www.amazon.com/TaoTronics-Cancelling-Bluetooth-Headphones-Splashproof/dp/B07D4LVV9J/ref=sr_1_2149?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2149,4.0 out of 5 stars,987,$47.99,Headphones
1690,"Motorola Escape 800 Wireless Active Noise Cancelling Headphones - ANC Bluetooth Headset with Mic, Soft Cushions - HD Sound, Deep Bass, 12-Hour Playtime, IPX4 Waterproof, Works with Voice Assistants",https://www.amazon.com/Motorola-Wireless-Cancelling-Headphones-Waterproof/dp/B07PZ9NHWG/ref=sr_1_2150?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2150,4.1 out of 5 stars,27,$48.99,Headphones
1691,"{Updated} 3.5mm Replacement Sony Audio Cable Headphone Cord, Fit for Sony wh-1000xm3 MDR-XB950BT MDR-10R MDR-10RC MDR-10RBT MDR-NC50 MDR-NC200D Headphones (5ft, Black)",https://www.amazon.com/Replacement-wh-1000xm3-MDR-XB950BT-MDR-NC200D-Headphones/dp/B081W87FJY/ref=sr_1_2153?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2153,5.0 out of 5 stars,2,$10.89,Headphones
1692,"Wooden Headphone Holder for Office Desk Organisation, Minimalist Stylish Interior Detail in Natural Oak Color, Ideal Headphone Hanger Gift for Gamer, Husband, Friend (Oak)",https://www.amazon.com/Headphone-Organisation-Minimalist-Stylish-Interior/dp/B07WZLZCPJ/ref=sr_1_2154?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2154,5.0 out of 5 stars,1,$25.99,Headphones
1693,"JVC HAMR60X XX Xtreme Bass Headset, Black",https://www.amazon.com/JVC-HAMR60X-Xtreme-Headset-Black/dp/B00VV6WRTY/ref=sr_1_2155?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2155,3.9 out of 5 stars,134,$47.84,Headphones
1694,"Wireless Earbuds, Meidong Bluetooth Earbuds Headphones V5.0 KY06 in-Ear Earphones with Premium Sound and Deep Bass Smart Touch Control Built-in Mic Waterproof IPX6 Rchargeable Charging Case【Upgraded】",https://www.amazon.com/Headphones-KY06-Waterproof-Rchargeable-Case%E3%80%90Upgraded%E3%80%91/dp/B07TD4VDRY/ref=sr_1_2156?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2156,4.1 out of 5 stars,309,,Headphones
1695,"Hagibis Bluetooth 5.0 Transmitter Receiver, 2 in 1 Wireless aptX HD Audio 3.5mm Jack Adapter Support aptX Low Latency, for TV/Car/Nintendo Switch/Speaker, Pairing 2 Bluetooth Headphone Speaker (Black)",https://www.amazon.com/Bluetooth-Transmitter-Receiver-Wireless-Headphone/dp/B07MTFRKQM/ref=sr_1_2157?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&smid=A3VVYOJ470Z821&sr=1-2157,3.8 out of 5 stars,195,$33.14,Headphones
1696,"Beats Solo 2.0/3.0 Replacement Earpads, Protein Leather/Memory Foam Ear Cushion Pads Cover Ear Cups for Beats Solo 2.0/3.0 Wireless On Ear Headphones ONLY,White",https://www.amazon.com/Replacement-Earpads-Protein-Wireless-Headphones/dp/B07RGFMXW4/ref=sr_1_2158?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2158,4.5 out of 5 stars,161,$9.99,Headphones
1697,"Replacement Silicone Ear Tips Earbuds Buds Set for Powerbeats 2 Wireless beats by dre headphones, 4 Pairs (Black)",https://www.amazon.com/Replacement-Silicone-Powerbeats-Wireless-headphones/dp/B073YCL7YB/ref=sr_1_2159?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2159,4.5 out of 5 stars,305,$4.20,Headphones
1698,Bluetooth 5.0 R9 Wireless Headphones Bone Conduction Earphone Outdoor Sport Headset with Microphone Handsfree Headsets (Black),https://www.amazon.com/Bluetooth-Headphones-Conduction-Microphone-Handsfree/dp/B07RFL7W29/ref=sr_1_2160?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2160,3.3 out of 5 stars,63,$34.99,Headphones
1699,"True Wireless Earbuds Bluetooth 5.0 Headphones with Wireless Charging Case CASECUBE Stereo Sound Earphones with IPX7 Waterproof Earbuds 6H Playtime, CVC 6.0 Noise Canceling Headsets for Sports",https://www.amazon.com/Bluetooth-Headphones-CASECUBE-Earphones-Waterproof/dp/B082DVMGNF/ref=sr_1_2161?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2161,4.3 out of 5 stars,307,$39.99,Headphones
1700,Jaybird X3 in-Ear Wireless Bluetooth Sports Headphones – Sweat-Proof – Universal Fit – 8 Hours Battery Life – Sparta,https://www.amazon.com/Jaybird-Wireless-Bluetooth-Sports-Headphones/dp/B01M2UVSHF/ref=sr_1_2162?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2162,3.4 out of 5 stars,649,$67.00,Headphones
1701,"Headphones Replacement Ear Pads,for Bose Quietcomfort QC15 QC25 QC35 35 ii (Yellow)",https://www.amazon.com/Headphones-Replacement-Pads-Quietcomfort-Yellow/dp/B07QVLF1DZ/ref=sr_1_2163?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2163,4.5 out of 5 stars,106,$12.19,Headphones
1702,Headphone Splitter for Computer 3.5mm Female to 2 Dual 3.5mm Male Headphone Mic Audio Y Splitter Cable Smartphone Headset to PC Adapter,https://www.amazon.com/Headphone-Splitter-Computer-Smartphone-Headset/dp/B07PBSTHDS/ref=sr_1_2164?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2164,4.5 out of 5 stars,8,$6.99,Headphones
1703,Aircom A1 Stereo Earphone - Revolutionary Wired Micro Earbuds with Airflow Audio Technology – Handsfree Headphones with Built-in Microphone (Black),https://www.amazon.com/Aircom-Stereo-Earphone-Revolutionary-Built/dp/B07VHTVMP1/ref=sr_1_2163?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2163,4.1 out of 5 stars,7,$20.66,Headphones
1704,"Mifo O5 Plus Wireless Earbuds IPX7 Waterproof Bluetooth 5 Earbuds with 100 Hours Playtime, APTX Hi-Fi Sound Wireless Headphones, Built-in Mic with 2600mAH Portable Charging Case (Grey)",https://www.amazon.com/O5-Wireless-Waterproof-Bluetooth-Headphones/dp/B0817C9NNB/ref=sr_1_2164?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2164,4.1 out of 5 stars,108,$89.99,Headphones
1705,Marantz MPH-2 Professional Studio Headphones,https://www.amazon.com/Marantz-MPH-2-Professional-Studio-Headphones/dp/B01E75MKRY/ref=sr_1_2165?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2165,4.2 out of 5 stars,85,$110.99,Headphones
1706,"IPX7 Waterproof Wireless Headphones, Iqua Bluetooth 5.0 Neckband Earbuds, Noise Cancelling Mic, Calling Vibration, 10 Hours Play Time, for Running/Sports",https://www.amazon.com/Bluetooth-Headphones-Wireless-Waterproof-Vibration/dp/B07MJ9759S/ref=sr_1_2166?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2166,3.3 out of 5 stars,17,$29.99,Headphones
1707,"Altec Lansing MZX300-PNK Wireless Over Ear Bluetooth Headphones with Microphone, Pink",https://www.amazon.com/Altec-Lansing-MZX300-PNK-Headphones-Microphone/dp/B06XQ5HMHR/ref=sr_1_2167?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2167,3.9 out of 5 stars,27,$14.99,Headphones
1708,KNOW - Calm Headphones - Wireless Noise Cancelling Headphones Bluetooth - Wireless Bluetooth Headphones Wireless - Wireless Bluetooth Headphones Over Ear Headphones - Workout Headphones - Black,https://www.amazon.com/KNOW-Headphones-Wireless-Cancelling-Bluetooth/dp/B085HPG6F9/ref=sr_1_2168?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2168,5.0 out of 5 stars,7,$249.00,Headphones
1709,COWIN KY02 [Upgraded] Wireless Earbuds True Wireless Earbuds Bluetooth Headphones with Microphone Bluetooth Earbuds Stereo Calls Extra Bass 36H for Workout(Charging Case Included) - Black,https://www.amazon.com/Upgraded-Wireless-Bluetooth-Headphones-Microphone/dp/B07PBV9V6M/ref=sr_1_2169?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2169,4.5 out of 5 stars,"1,136",$49.99,Headphones
1710,Wireless Headset,https://www.amazon.com/LG-Platinum-HBS-930-Bluetooth-Headset/dp/B07HS1QQLZ/ref=sr_1_2170?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2170,3.7 out of 5 stars,300,$99.95,Headphones
1711,GM Accessories 22863046 Wireless Headphones Set (Pack of 2),https://www.amazon.com/GM-Accessories-22863046-Wireless-Headphones/dp/B07B3HVSCS/ref=sr_1_2171?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2171,4.1 out of 5 stars,5,$107.60,Headphones
1712,"GoNovate G11 Bluetooth Earpiece Wireless Earbud Mini Invisible Headphone, 6 Hrs Playtime Magnetic USB Charger Smallest Headset Single Car Earphone with Mic for iPhone Samsung Galaxy (Beige-1 Piece)",https://www.amazon.com/GoNovate-Bluetooth-Magnetic-Playtime-Wireless/dp/B06X9WQZXG/ref=sr_1_2172?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2172,3.8 out of 5 stars,"1,008",$25.99,Headphones
1713,Wicked Cushions Premium Beats Solo Earpad Replacement- Easy to Install Cushions for Beats Solo 2 & 3 Wireless ON-Ear Headphones (NOT for Over-Ear Beats Studio) | Adaptive Memory Foam & Soft Pleather,https://www.amazon.com/Beats-Solo-Earpad-Replacement-Ear/dp/B01MG3UNBJ/ref=sr_1_2174?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2174,4.8 out of 5 stars,962,,Headphones
1714,OEM Amazing Stereo Headphones for Samsung Galaxy S8 S9 S8 Plus S9 Plus S10 Note 8 9 - AKG Tuned - with Microphone,https://www.amazon.com/Amazing-Stereo-Headphones-Samsung-Galaxy/dp/B07PJ1V33R/ref=sr_1_2177?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2177,3.7 out of 5 stars,343,$10.49,Headphones
1715,"in-Ear Lightning Earphones Earbuds Headphones-Mic and Volume Remote and Noise Isolation, MFI-Certified, Compatible with iPhone X/XS/XR/XS Max, 7/7P, 8/8P iPad, iPod",https://www.amazon.com/Certified-Microphone-Noise-Isolating-Headphones-Black/dp/B01N7691X3/ref=sr_1_2178?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2178,3.9 out of 5 stars,47,$14.99,Headphones
1716,JBL Endurance Dive Waterproof Wireless In-Ear Sports Headphones with Built-in Mp3 Player (Teal),https://www.amazon.com/JBL-Endurance-Wireless-Headphones-Player/dp/B07D3CMGQ2/ref=sr_1_2179?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2179,3.0 out of 5 stars,102,$49.95,Headphones
1717,Califone 2800-BL Listening First Headphones in Blue (Set of 12),https://www.amazon.com/Califone-2800-BL-Listening-First-Headphones/dp/B00OA4V29A/ref=sr_1_2180?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2180,4.6 out of 5 stars,26,$101.50,Headphones
1718,"Plantronics BackBeat FIT 350 Wireless Headphones, Stable, Ultra-Light, Sweatproof in Ear Workout Headphones, Black",https://www.amazon.com/Plantronics-BackBeat-Headphones-Ultra-Light-Sweatproof/dp/B07G46Q8GR/ref=sr_1_2181?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2181,3.7 out of 5 stars,280,$59.99,Headphones
1719,DEWALT Jobsite Wireless Earphones,https://www.amazon.com/DEWALT-Jobsite-Wireless-Earphones/dp/B0821QG7H9/ref=sr_1_2182?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2182,3.7 out of 5 stars,8,,Headphones
1720,"[Apple MFi Certified] Lightning to 3.5 mm Headphone Jack Adapter, 3.5mm Audio Auxiliary Cable Aux Cord Converter Connector Extender Dongle, Compatible for iPhone 11 XS XR X 7 7P 8 8P",https://www.amazon.com/Certified-Lightning-Headphone-Auxiliary-Compatible/dp/B085BN79ZD/ref=sr_1_2183?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2183,3.7 out of 5 stars,33,$6.97,Headphones
1721,"AMINY U-Mini Bluetooth Earbuds Equiped with 365nm-Wavelength Lights,True Wireless Earbuds Waterproof IPX7 Bluetooth Earbuds Wireless Headphones Bluetooth Headphones(Cool Blue)",https://www.amazon.com/aud%C3%ADfonos-365nm-longitud-inal%C3%A1mbricos-verdaderos-impermeables/dp/B087QKW1QZ/ref=sr_1_2184?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2184,5.0 out of 5 stars,5,$49.99,Headphones
1722,"AUKEY Bluetooth Headphones, Wireless Earbuds with Enhanced Bass, Sweat-Resistant, 8-Hour Battery Life, Built-in Mic, Secure Fit Sports Earphones for Gym, Running and Workout",https://www.amazon.com/AUKEY-Bluetooth-Headphones-Sweat-Resistant-Earphones/dp/B07PDPB329/ref=sr_1_2185?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2185,4.3 out of 5 stars,121,$25.99,Headphones
1723,Plugfones Basic Earplug-Earbud Hybrid - Noise Reducing Earphones - Purple,https://www.amazon.com/Plugfones-Ear-Plugs-Earbuds-Generation/dp/B0083E8ZQQ/ref=sr_1_2186?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2186,3.8 out of 5 stars,446,$14.95,Headphones
1724,"Bluetooth Retractable Headphones, Wireless Earbuds Neckband Headset Sports Noise Cancelling Stereo Earphones with Mic (12 Hrs Playtime, Call Vibrate Alert, Rose)",https://www.amazon.com/Bluetooth-Retractable-Headphones-Cancelling-Earphones/dp/B07PMF8HYP/ref=sr_1_2187?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2187,3.1 out of 5 stars,259,$19.99,Headphones
1725,"Bluetooth Headphones, BassPal TonePro U14 Wireless Sport Earphones Waterproof IPX7, w/Mic Richer Bass HD Stereo Sweatproof In Ear Earbuds for Gym Running Workout 9 Hrs Battery Noise Cancelling Headset",https://www.amazon.com/Headphones-BassPal-TonePro-U14-Waterproof/dp/B07GCG8G5H/ref=sr_1_2188?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2188,4.3 out of 5 stars,230,$23.93,Headphones
1726,BT21 Official Wired Earbud Headphones by Royche (3.5mm) (KOYA),https://www.amazon.com/BT21-Official-Earbud-Headphones-Royche/dp/B084G4W5G5/ref=sr_1_2187?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2187,4.3 out of 5 stars,5,,Headphones
1727,Elf Earbuds Headphones in-Ear Headphones Hands-Free Headset with Mic for iPhone/iPad Android/Computer Cosplay Headset,https://www.amazon.com/Earbuds-Headphones-Hands-free-Headset-Computer/dp/B06W9FHQF4/ref=sr_1_2188?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2188,4.3 out of 5 stars,276,$12.99,Headphones
1728,"Soundcore Anker Liberty 2 Wireless Earbuds, Diamond-Coated Drivers, 32H Playtime, HearID Personalized Sound, Bluetooth 5.0, Bluetooth Headphones, 4 Mics with Uplink Noise Cancellation",https://www.amazon.com/Soundcore-Diamond-Coated-Personalized-Headphones-Cancellation/dp/B07SHGN942/ref=sr_1_2189?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2189,4.4 out of 5 stars,764,$99.99,Headphones
1729,"SiYear 3-Pole 3.5mm Stereo Headphone Jack Male Plug Repair Replacement Solder Adapter, 3.5mm (1/8inch) Solder Type DIY Audio Cable Connector(2PACK)",https://www.amazon.com/SiYear-Headphone-Replacement-Adapter-Connector/dp/B07WZT7QGL/ref=sr_1_2190?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2190,4.5 out of 5 stars,31,$9.99,Headphones
1730,"Urbanears Plattan 2 On-Ear Headphone, Black (04091668)",https://www.amazon.com/Urbanears-Plattan-Headphone-Black-04091668/dp/B01MCY4YVL/ref=sr_1_2191?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2191,4.2 out of 5 stars,311,$45.02,Headphones
1731,"Fisher Stereo Headphones, Black",https://www.amazon.com/Fisher-9720950000-Stereo-Headphones-Black/dp/B002L99QGW/ref=sr_1_2193?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2193,4.3 out of 5 stars,57,$39.99,Headphones
1732,"Wired Headphones,Earbuds Earphones with Microphone and Volume Control,Stereo Sound Headphones Headsets with Built-in Mic for Phone 6/6s Plus/5s/SE, Galaxy, Android Smartphones, Tablets",https://www.amazon.com/Headphones-Earphones-Microphone-Headsets-Smartphones/dp/B087GF7T5W/ref=sr_1_2194?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2194,3.7 out of 5 stars,3,$5.99,Headphones
1733,"Mpow Truck Driver Bluetooth Headset, Hands Free Phone Headset with Noise Cancelling Microphone, Comfort-fit for Long Haul, On-the-Ear Skype Office Headsets for Clear Calls (Support Media Playing)",https://www.amazon.com/Mpow-Bluetooth-Wireless-Earpiece-Reduction/dp/B076H6QZRX/ref=sr_1_2195?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2195,4.1 out of 5 stars,"1,980",$29.99,Headphones
1734,GRADO PS500e Professional Series Wired Open-Back Stereo Headphones,https://www.amazon.com/PS500e-Professional-Open-Back-Stereo-Headphones/dp/B00L1OHBWE/ref=sr_1_2196?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2196,4.1 out of 5 stars,45,,Headphones
1735,Replacement Headphones Audio Cable Cord Wire for Sony MDR-10R MDR-100ABN MDR-1A MDR-XB950B1 MDR-1000X MDR-1ADAC Headphones (Black),https://www.amazon.com/Replacement-Headphones-MDR-100ABN-MDR-XB950B1-MDR-1000X/dp/B07Q3XD7KQ/ref=sr_1_2197?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-2197,3.8 out of 5 stars,11,$9.98,Headphones
